80	1031.3905119078213
81	1029.0610027082603
82	1022.0392017582928
83	1008.8615642820574
84	990.7096539249759
85	968.5481735922167
86	943.1726287964628
87	915.2453699697039
88	885.3229051527987
89	853.8766993541495
90	821.3091170010416
91	787.965732803855
92	754.144915102959
93	720.1053498031064
94	686.072000535321
95	652.2408746063577
96	618.7828718268993
97	585.8469251530935
98	553.5625915422912
99	522.0422137146178
100	491.38274519214747
101	461.6673095820845
102	432.9665487964529
103	405.33980246047145
104	378.83615120770855
105	353.49534919322053
106	329.34866545984505
107	306.4196493792433
108	284.7248319672044
109	264.27437222062093
110	245.07265557153158
111	227.1188499711738
112	210.40742390231893
113	194.92862969217094
114	180.66895479735052
115	167.61154320896418
116	155.73658873868652
117	145.02170166640732
118	135.44225003028538
119	126.97167670208944
120	119.5817932983259
121	113.24305191856506
122	107.92127828549333
123	103.46974520972007
124	99.76092535312566
125	96.71792661864617
126	94.27405786885018
127	92.37142502341368
128	90.95972746357988
129	89.995225308762
130	89.43985246407624
131	89.26045406796848
132	89.42813016338519
133	89.91767014087122
134	90.70706482003422
135	91.77708500407138
136	93.11091701120847
137	94.69384710136882
138	96.51298791463947
139	98.55704105323193
140	100.81609079888764
141	103.28142468697092
142	105.9453772773342
143	108.80119398743943
144	111.84291229977552
145	115.06525803556261
146	118.46355471039513
147	122.03364426335669
148	125.77181768679863
149	129.67475428537037
150	133.7394684652948
151	137.96326310260264
152	142.34368866585484
153	146.87850737782284
154	151.56566179437658
155	156.40324725951973
156	161.38948776527963
157	166.52271480528447
158	171.80134886293976
159	177.2238832202152
160	182.7888698121
161	188.48741859562114
162	194.24322338612285
163	200.03212426862086
164	205.8490904959805
165	211.68983481009383
166	217.5507326912157
167	223.42875019564178
168	229.32137943668133
169	235.22658087151584
170	241.1427316518043
171	247.06857937994644
172	253.0032006871185
173	258.9459641147844
174	264.8964968393485
175	270.85465483085846
176	276.8204960819668
177	282.7942565834685
178	288.7763287582606
179	294.7672420970231
180	300.76764576675293
181	306.7782929880764
182	312.80002699915235
183	318.8337684435361
184	324.88050403655404
185	330.9412763803201
186	337.01717481100525
187	343.1093271743578
188	349.2188924361884
189	355.3470540442763
190	361.4950139667867
191	367.66398733999006
192	373.85519766487243
193	380.0698724985921
194	386.30923959191074
195	392.57452342897295
196	398.86694213002454
197	405.18770468155435
198	411.5380084621311
199	417.9190370350759
200	424.33195818215944
201	430.7779221550269
202	437.25806012323585
203	443.77348280008016
204	450.32527922894997
205	456.914515714898
206	463.5422348874048
207	470.2094548818331
208	476.9171686281002
209	483.6663432364462
210	490.4579194708364
211	497.29281130182676
212	504.171905531147
213	511.0960614812513
214	518.0661107435765
215	525.0828569800115
216	532.1470757724089
217	539.2595145156396
218	546.420892350048
219	553.6319001295667
220	560.8932004220384
221	568.2054275388377
222	575.5691875909554
223	582.9850585690033
224	590.446877308224
225	597.9391446260689
226	605.461133475061
227	613.0128138835211
228	620.5942082452293
229	628.2053868124435
230	635.8464634880945
231	643.5175918962683
232	651.2189617119993
233	658.9507952321644
234	666.7133441711912
235	674.506886666018
236	682.3317244761106
237	690.1881803651615
238	698.0765956523246
239	705.9973279214136
240	713.9507488773879
241	721.9372423405302
242	729.9572023687458
243	738.0110314997825
244	746.0991391053474
245	754.2204705597259
246	762.3531935126906
247	770.489822580065
248	778.6303032436692
249	786.7746381121451
250	794.9228828754492
251	803.0751425035379
252	811.2315676736366
253	819.3923514118871
254	827.5577259360884
255	835.7279596869087
256	843.9033545357829
257	852.0842431586481
258	860.2709865649965
259	868.4639717727827
260	876.6636096200484
261	884.870332704827
262	893.0845934452609
263	901.3068622527854
264	909.5376258110414
265	917.777385454217
266	926.0266556387453
267	934.2859625023625
268	942.5558425053791
269	950.8368411490571
270	959.1295117663879
271	967.4344143807155
272	975.7521146282662
