x	y	e
1.725602945	-0.7098051683	0.0212832176
1.9084737592	-0.0549346357	0.0048949093
2.4415363103	0.1065914431	0.0046205741
2.4812287252	0.0647485475	0.0044896298
2.5514657348	0.0241931958	0.003168831
2.5841598478	0	0.0044268461

