1173.228000   0.002139   0.000021 blue
1332.492000   0.001965   0.000020 blue
121.777000   0.008584   0.000194 red
244.700000   0.006728   0.000178 red
344.278500   0.005300   0.000121 red
443.965000   0.004183   0.000140 red
778.904500   0.002827   0.000068 red
867.380000   0.002620   0.000072 red
964.057000   0.002485   0.000059 red
1112.069000   0.002277   0.000057 red
1212.948000   0.002055   0.000071 red
1299.142000   0.001955   0.000063 red
1408.006000   0.001895   0.000044 red
846.510000   0.002729   0.000051 green
1037.843000   0.002376   0.000046 green
1238.288000   0.002067   0.000039 green
1360.212000   0.002168   0.000051 green
2015.215000   0.001440   0.000031 green
2034.791000   0.001420   0.000028 green
2598.500000   0.001170   0.000022 green
3009.645000   0.001019   0.000027 green
3202.029000   0.000947   0.000020 green
3253.503000   0.000933   0.000019 green
3273.079000   0.000929   0.000022 green
3451.232000   0.000879   0.000026 green
 53.162200   0.000947   0.000052 pink
 80.997900   0.004280   0.000112 pink
276.398900   0.006208   0.000161 pink
302.850800   0.005638   0.000145 pink
356.012900   0.005135   0.000127 pink
383.848500   0.004857   0.000125 pink
