x		y		e
846.5100	1.22356		0.03245
1037.8430	1.08987		0.03168
1238.2880	1.00000		0.02669
1360.2120	0.91512		0.03377
2015.2150	0.68736		0.02392
2034.7910	0.67831		0.02079
2598.5000	0.55268		0.01592
3009.6450	0.50349		0.03524
3202.0290	0.45283		0.01925
3253.5030	0.43587		0.01439
3273.0790	0.42135		0.02117
3451.2320	0.39962		0.02640

