1173.228000   0.002088   0.000209 blue
1332.492000   0.001922   0.000192 blue
121.777000   0.008174   0.000050 red
244.700000   0.005914   0.000057 red
344.278500   0.004732   0.000030 red
443.965000   0.003896   0.000053 red
778.904500   0.002735   0.000027 red
867.380000   0.002545   0.000035 red
964.057000   0.002392   0.000021 red
1112.069000   0.002189   0.000021 red
1212.948000   0.002038   0.000043 red
1299.142000   0.001903   0.000035 red
1408.006000   0.001884   0.000015 red
846.510000   0.002562   0.000068 green
1037.843000   0.002282   0.000066 green
1238.288000   0.002094   0.000056 green
1360.212000   0.001916   0.000071 green
2015.215000   0.001439   0.000050 green
2034.791000   0.001420   0.000044 green
2598.500000   0.001157   0.000033 green
3009.645000   0.001054   0.000074 green
3202.029000   0.000948   0.000040 green
3253.503000   0.000913   0.000030 green
3273.079000   0.000882   0.000044 green
3451.232000   0.000837   0.000055 green
 53.162200   0.003537   0.000256 pink
 80.997900   0.007681   0.000114 pink
276.398900   0.005897   0.000099 pink
302.850800   0.005219   0.000076 pink
356.012900   0.004936   0.000058 pink
383.848500   0.004391   0.000071 pink
1173.228000   0.002088   0.000209 blue
1332.492000   0.001922   0.000192 blue
121.777000   0.008174   0.000918 red
244.700000   0.005914   0.000666 red
344.278500   0.004732   0.000532 red
443.965000   0.003896   0.000440 red
778.904500   0.002735   0.000308 red
867.380000   0.002545   0.000288 red
964.057000   0.002392   0.000269 red
1112.069000   0.002189   0.000246 red
1212.948000   0.002038   0.000233 red
1299.142000   0.001903   0.000216 red
1408.006000   0.001884   0.000212 red
846.510000   0.002562   0.000298 green
1037.843000   0.002282   0.000267 green
1238.288000   0.002094   0.000244 green
1360.212000   0.001916   0.000228 green
2015.215000   0.001439   0.000171 green
2034.791000   0.001420   0.000167 green
2598.500000   0.001157   0.000135 green
3009.645000   0.001054   0.000140 green
3202.029000   0.000948   0.000115 green
3253.503000   0.000913   0.000108 green
3273.079000   0.000882   0.000109 green
3451.232000   0.000837   0.000110 green
 53.162200   0.003537   0.000474 pink
 80.997900   0.007681   0.000875 pink
276.398900   0.005897   0.000673 pink
302.850800   0.005219   0.000594 pink
356.012900   0.004936   0.000560 pink
383.848500   0.004391   0.000501 pink
