1173.228000   0.020883   0.000209 blue
1332.492000   0.019222   0.000192 blue
121.777000   0.081819   0.000566 red
244.700000   0.059196   0.000566 red
344.278500   0.047357   0.000302 red
443.965000   0.039024   0.000566 red
778.904500   0.027374   0.000264 red
867.380000   0.025469   0.000339 red
964.057000   0.023942   0.000207 red
1112.069000   0.021906   0.000207 red
1212.948000   0.020398   0.000434 red
1299.142000   0.019041   0.000358 red
1408.006000   0.018852   0.000151 red
846.510000   0.025980   0.000639 green
1037.843000   0.023211   0.000639 green
1238.288000   0.021295   0.000639 green
1360.212000   0.019591   0.000639 green
2015.215000   0.014693   0.000426 green
2034.791000   0.014438   0.000447 green
2598.500000   0.011776   0.000341 green
3009.645000   0.010647   0.000852 green
3202.029000   0.009647   0.000405 green
3253.503000   0.009285   0.000298 green
3273.079000   0.008944   0.000426 green
3451.232000   0.008518   0.000639 green
 80.997900   0.080497   0.001196 pink
276.398900   0.056530   0.000975 pink
302.850800   0.050948   0.000709 pink
356.012900   0.045809   0.000532 pink
383.848500   0.044302   0.000709 pink
1173.228000   0.020883   0.000209 blue
1332.492000   0.019222   0.000192 blue
121.777000   0.081819   0.001112 red
244.700000   0.059196   0.000894 red
344.278500   0.047357   0.000631 red
443.965000   0.039024   0.000727 red
778.904500   0.027374   0.000415 red
867.380000   0.025469   0.000452 red
964.057000   0.023942   0.000349 red
1112.069000   0.021906   0.000330 red
1212.948000   0.020398   0.000495 red
1299.142000   0.019041   0.000422 red
1408.006000   0.018852   0.000267 red
846.510000   0.025980   0.000808 green
1037.843000   0.023211   0.000777 green
1238.288000   0.021295   0.000757 green
1360.212000   0.019591   0.000740 green
2015.215000   0.014693   0.000510 green
2034.791000   0.014438   0.000525 green
2598.500000   0.011776   0.000408 green
3009.645000   0.010647   0.000876 green
3202.029000   0.009647   0.000444 green
3253.503000   0.009285   0.000347 green
3273.079000   0.008944   0.000459 green
3451.232000   0.008518   0.000659 green
 80.997900   0.080497   0.001796 pink
276.398900   0.056530   0.001355 pink
302.850800   0.050948   0.001105 pink
356.012900   0.045809   0.000929 pink
383.848500   0.044302   0.001023 pink
