x	y	e
2.0855652709	0.6344871695	0.0027713237
2.3886339694	0.4920703011	0.0040286508
2.5369099021	0.4007296947	0.0086398861
2.6473487338	0.3674162724	0.0058308118
2.8914839341	0.1608554893	0.0057345344
2.984112623	0.1055397126	0.0038627029
3.0461317345	0.0589980092	0.004044436
3.0838421827	0.0264272342	0.0093444461
3.1136559547	0.0130552434	0.0092047929
3.1486045055	0	0.0037430926

