1173.228000   0.028096   0.000281 blue
1332.492000   0.026565   0.000266 blue
121.777000   0.079132   0.000466 red
244.700000   0.058389   0.000451 red
344.278500   0.050114   0.000303 red
443.965000   0.044567   0.000572 red
778.904500   0.035320   0.000323 red
867.380000   0.032083   0.000397 red
964.057000   0.031824   0.000262 red
1112.069000   0.029103   0.000267 red
1212.948000   0.027938   0.000530 red
1299.142000   0.026329   0.000619 red
1408.006000   0.025925   0.000204 red
846.510000   0.034425   0.000847 green
1037.843000   0.031249   0.000824 green
1238.288000   0.028931   0.000717 green
1360.212000   0.026559   0.000912 green
2015.215000   0.021622   0.000689 green
2034.791000   0.020963   0.000601 green
2598.500000   0.017833   0.000465 green
3009.645000   0.017191   0.001097 green
3202.029000   0.015833   0.000564 green
3253.503000   0.015134   0.000455 green
3273.079000   0.015040   0.000595 green
3451.232000   0.014452   0.000825 green
 80.997900   0.078420   0.001220 pink
276.398900   0.058810   0.001049 pink
302.850800   0.055692   0.000840 pink
356.012900   0.051503   0.000635 pink
383.848500   0.048660   0.000831 pink
1173.228000   0.028096   0.000281 blue
1332.492000   0.026565   0.000266 blue
121.777000   0.079132   0.001586 red
244.700000   0.058389   0.001206 red
344.278500   0.050114   0.001007 red
443.965000   0.044567   0.001027 red
778.904500   0.035320   0.000750 red
867.380000   0.032083   0.000732 red
964.057000   0.031824   0.000664 red
1112.069000   0.029103   0.000618 red
1212.948000   0.027938   0.000753 red
1299.142000   0.026329   0.000799 red
1408.006000   0.025925   0.000537 red
846.510000   0.034425   0.001329 green
1037.843000   0.031249   0.001242 green
1238.288000   0.028931   0.001120 green
1360.212000   0.026559   0.001206 green
2015.215000   0.021622   0.000942 green
2034.791000   0.020963   0.000866 green
2598.500000   0.017833   0.000706 green
3009.645000   0.017191   0.001210 green
3202.029000   0.015833   0.000735 green
3253.503000   0.015134   0.000640 green
3273.079000   0.015040   0.000744 green
3451.232000   0.014452   0.000931 green
 80.997900   0.078420   0.002487 pink
276.398900   0.058810   0.001935 pink
302.850800   0.055692   0.001754 pink
356.012900   0.051503   0.001559 pink
383.848500   0.048660   0.001581 pink
