121.777000   9.740842
122.777000   9.668208
123.777000   9.598605
124.777000   9.531744
125.777000   9.467377
126.777000   9.405293
127.777000   9.345309
128.777000   9.287267
129.777000   9.231032
130.777000   9.176486
131.777000   9.123529
132.777000   9.072071
133.777000   9.022035
134.777000   8.973355
135.777000   8.925972
136.777000   8.879834
137.777000   8.834897
138.777000   8.791121
139.777000   8.748470
140.777000   8.706914
141.777000   8.666426
142.777000   8.626980
143.777000   8.588554
144.777000   8.551129
145.777000   8.514686
146.777000   8.479210
147.777000   8.444685
148.777000   8.411098
149.777000   8.378436
150.777000   8.346687
151.777000   8.315840
152.777000   8.285885
153.777000   8.256812
154.777000   8.228612
155.777000   8.201275
156.777000   8.174792
157.777000   8.149156
158.777000   8.124357
159.777000   8.100388
160.777000   8.077240
161.777000   8.054906
162.777000   8.033377
163.777000   8.012646
164.777000   7.992704
165.777000   7.973545
166.777000   7.955159
167.777000   7.937539
168.777000   7.920677
169.777000   7.904565
170.777000   7.889195
171.777000   7.874558
172.777000   7.860647
173.777000   7.847452
174.777000   7.834967
175.777000   7.823182
176.777000   7.812088
177.777000   7.801678
178.777000   7.791942
179.777000   7.782873
180.777000   7.774461
181.777000   7.766697
182.777000   7.759573
183.777000   7.753080
184.777000   7.747209
185.777000   7.741951
186.777000   7.737298
187.777000   7.733239
188.777000   7.729767
189.777000   7.726872
190.777000   7.724545
191.777000   7.722777
192.777000   7.721559
193.777000   7.720883
194.777000   7.720738
195.777000   7.721117
196.777000   7.722010
197.777000   7.723408
198.777000   7.725302
199.777000   7.727683
200.777000   7.730543
201.777000   7.733873
202.777000   7.737664
203.777000   7.741906
204.777000   7.746592
205.777000   7.751713
206.777000   7.757260
207.777000   7.763225
208.777000   7.769599
209.777000   7.776373
210.777000   7.783540
211.777000   7.791092
212.777000   7.799019
213.777000   7.807314
214.777000   7.815969
215.777000   7.824976
216.777000   7.834327
217.777000   7.844015
218.777000   7.854030
219.777000   7.864367
220.777000   7.875017
221.777000   7.885972
222.777000   7.897226
223.777000   7.908772
224.777000   7.920601
225.777000   7.932707
226.777000   7.945084
227.777000   7.957723
228.777000   7.970618
229.777000   7.983763
230.777000   7.997151
231.777000   8.010774
232.777000   8.024628
233.777000   8.038706
234.777000   8.053000
235.777000   8.067506
236.777000   8.082217
237.777000   8.097127
238.777000   8.112230
239.777000   8.127521
240.777000   8.142993
241.777000   8.158642
242.777000   8.174461
243.777000   8.190446
244.777000   8.206590
245.777000   8.222746
246.777000   8.238804
247.777000   8.254758
248.777000   8.270603
249.777000   8.286335
250.777000   8.301951
251.777000   8.317446
252.777000   8.332819
253.777000   8.348066
254.777000   8.363185
255.777000   8.378174
256.777000   8.393032
257.777000   8.407756
258.777000   8.422346
259.777000   8.436802
260.777000   8.451121
261.777000   8.465303
262.777000   8.479349
263.777000   8.493258
264.777000   8.507029
265.777000   8.520664
266.777000   8.534161
267.777000   8.547522
268.777000   8.560747
269.777000   8.573837
270.777000   8.586791
271.777000   8.599612
272.777000   8.612299
273.777000   8.624854
274.777000   8.637277
275.777000   8.649570
276.777000   8.661738
277.777000   8.673835
278.777000   8.685874
279.777000   8.697854
280.777000   8.709775
281.777000   8.721637
282.777000   8.733439
283.777000   8.745182
284.777000   8.756865
285.777000   8.768488
286.777000   8.780052
287.777000   8.791557
288.777000   8.803003
289.777000   8.814390
290.777000   8.825719
291.777000   8.836990
292.777000   8.848203
293.777000   8.859360
294.777000   8.870459
295.777000   8.881503
296.777000   8.892491
297.777000   8.903424
298.777000   8.914303
299.777000   8.925128
300.777000   8.935900
301.777000   8.946620
302.777000   8.957288
303.777000   8.967904
304.777000   8.978469
305.777000   8.988983
306.777000   8.999447
307.777000   9.009862
308.777000   9.020228
309.777000   9.030546
310.777000   9.040817
311.777000   9.051043
312.777000   9.061222
313.777000   9.071357
314.777000   9.081449
315.777000   9.091497
316.777000   9.101504
317.777000   9.111469
318.777000   9.121394
319.777000   9.131279
320.777000   9.141126
321.777000   9.150935
322.777000   9.160707
323.777000   9.170443
324.777000   9.180143
325.777000   9.189809
326.777000   9.199442
327.777000   9.209042
328.777000   9.218610
329.777000   9.228147
330.777000   9.237653
331.777000   9.247130
332.777000   9.256579
333.777000   9.265999
334.777000   9.275393
335.777000   9.284761
336.777000   9.294103
337.777000   9.303420
338.777000   9.312714
339.777000   9.321985
340.777000   9.331233
341.777000   9.340460
342.777000   9.349666
343.777000   9.358852
344.777000   9.368016
345.777000   9.377138
346.777000   9.386216
347.777000   9.395252
348.777000   9.404245
349.777000   9.413196
350.777000   9.422107
351.777000   9.430978
352.777000   9.439809
353.777000   9.448602
354.777000   9.457357
355.777000   9.466075
356.777000   9.474757
357.777000   9.483401
358.777000   9.492009
359.777000   9.500582
360.777000   9.509119
361.777000   9.517622
362.777000   9.526090
363.777000   9.534525
364.777000   9.542928
365.777000   9.551298
366.777000   9.559637
367.777000   9.567944
368.777000   9.576221
369.777000   9.584468
370.777000   9.592686
371.777000   9.600875
372.777000   9.609035
373.777000   9.617168
374.777000   9.625274
375.777000   9.633353
376.777000   9.641406
377.777000   9.649434
378.777000   9.657436
379.777000   9.665414
