1.0000E+000	0.0000E+000		7.2435E+000	1.6318E-005	-5.2392E+000	5.2392E+000	9.7837E-007	-6.0094954734
2.0000E+000	3.0103E-001		5.4083E+000	1.5209E-004	-3.8611E+000	3.9517E+000	1.2213E-005	-4.9131666729
3.0000E+000	4.7712E-001		4.4580E+000	4.5328E-004	-3.0550E+000	3.2826E+000	4.4159E-005	-4.3549813381
4.0000E+000	6.0206E-001		3.8389E+000	8.9181E-004	-2.4830E+000	2.8455E+000	1.0089E-004	-3.9961539987
5.0000E+000	6.9897E-001		3.3903E+000	1.4235E-003	-2.0394E+000	2.5279E+000	1.8235E-004	-3.7390972602
6.0000E+000	7.7815E-001		3.0443E+000	2.0083E-003	-1.6769E+000	2.2824E+000	2.8651E-004	-3.5428618735
7.0000E+000	8.4510E-001		2.7661E+000	2.6149E-003	-1.3704E+000	2.0846E+000	4.1056E-004	-3.3866262765
8.0000E+000	9.0309E-001		2.5357E+000	3.2200E-003	-1.1050E+000	1.9205E+000	5.5150E-004	-3.2584574507
9.0000E+000	9.5424E-001		2.3408E+000	3.8075E-003	-8.7078E-001	1.7814E+000	7.0643E-004	-3.1509283426
1.0000E+001	1.0000E+000		2.1729E+000	4.3664E-003	-6.6131E-001	1.6613E+000	8.7271E-004	-3.0591276112
1.1000E+001	1.0414E+000		2.0263E+000	4.8896E-003	-4.7182E-001	1.5563E+000	1.0480E-003	-2.9796528727
1.2000E+001	1.0792E+000		1.8969E+000	5.3729E-003	-2.9883E-001	1.4635E+000	1.2301E-003	-2.9100585352
1.3000E+001	1.1139E+000		1.7816E+000	5.8143E-003	-1.3970E-001	1.3806E+000	1.4173E-003	-2.8485332194
1.4000E+001	1.1461E+000		1.6780E+000	6.2133E-003	7.6369E-003	1.3060E+000	1.6080E-003	-2.7937014857
1.5000E+001	1.1761E+000		1.5844E+000	6.5701E-003	1.4480E-001	1.2384E+000	1.8010E-003	-2.7444967668
1.6000E+001	1.2041E+000		1.4991E+000	6.8862E-003	2.7311E-001	1.1768E+000	1.9949E-003	-2.7000770291
1.7000E+001	1.2304E+000		1.4212E+000	7.1631E-003	3.9364E-001	1.1204E+000	2.1889E-003	-2.6597671015
1.8000E+001	1.2553E+000		1.3496E+000	7.4028E-003	5.0728E-001	1.0684E+000	2.3822E-003	-2.6230182139
1.9000E+001	1.2788E+000		1.2835E+000	7.6074E-003	6.1478E-001	1.0204E+000	2.5741E-003	-2.5893789667
2.0000E+001	1.3010E+000		1.2224E+000	7.7793E-003	7.1675E-001	9.7593E-001	2.7639E-003	-2.5584740885
2.1000E+001	1.3222E+000		1.1655E+000	7.9206E-003	8.1375E-001	9.3451E-001	2.9513E-003	-2.5299886193
2.2000E+001	1.3424E+000		1.1126E+000	8.0336E-003	9.0624E-001	8.9586E-001	3.1358E-003	-2.5036559492
2.3000E+001	1.3617E+000		1.0632E+000	8.1204E-003	9.9462E-001	8.5968E-001	3.3170E-003	-2.4792486444
2.4000E+001	1.3802E+000		1.0169E+000	8.1832E-003	1.0792E+000	8.2575E-001	3.4949E-003	-2.4565713232
2.5000E+001	1.3979E+000		9.7346E-001	8.2239E-003	1.1604E+000	7.9384E-001	3.6690E-003	-2.4354550585
2.6000E+001	1.4150E+000		9.3260E-001	8.2444E-003	1.2384E+000	7.6378E-001	3.8393E-003	-2.4157529347
2.7000E+001	1.4314E+000		8.9411E-001	8.2465E-003	1.3134E+000	7.3540E-001	4.0056E-003	-2.3973364869
2.8000E+001	1.4472E+000		8.5778E-001	8.2319E-003	1.3857E+000	7.0856E-001	4.1678E-003	-2.3800928212
2.9000E+001	1.4624E+000		8.2344E-001	8.2021E-003	1.4555E+000	6.8314E-001	4.3259E-003	-2.363922268
3.0000E+001	1.4771E+000		7.9092E-001	8.1585E-003	1.5229E+000	6.5902E-001	4.4799E-003	-2.3487364538
3.1000E+001	1.4914E+000		7.6009E-001	8.1026E-003	1.5881E+000	6.3610E-001	4.6296E-003	-2.3344567076
3.2000E+001	1.5051E+000		7.3083E-001	8.0356E-003	1.6512E+000	6.1429E-001	4.7752E-003	-2.3210127337
3.3000E+001	1.5185E+000		7.0301E-001	7.9586E-003	1.7124E+000	5.9352E-001	4.9165E-003	-2.3083415004
3.4000E+001	1.5315E+000		6.7654E-001	7.8727E-003	1.7717E+000	5.7372E-001	5.0537E-003	-2.296386304
3.5000E+001	1.5441E+000		6.5133E-001	7.7790E-003	1.8293E+000	5.5480E-001	5.1869E-003	-2.2850959766
3.6000E+001	1.5563E+000		6.2730E-001	7.6783E-003	1.8853E+000	5.3673E-001	5.3159E-003	-2.2744242116
3.7000E+001	1.5682E+000		6.0436E-001	7.5715E-003	1.9398E+000	5.1943E-001	5.4409E-003	-2.2643289874
3.8000E+001	1.5798E+000		5.8245E-001	7.4594E-003	1.9928E+000	5.0287E-001	5.5620E-003	-2.2547720727
3.9000E+001	1.5911E+000		5.6151E-001	7.3427E-003	2.0445E+000	4.8700E-001	5.6791E-003	-2.245718599
4.0000E+001	1.6021E+000		5.4148E-001	7.2220E-003	2.0948E+000	4.7178E-001	5.7925E-003	-2.237136692
4.1000E+001	1.6128E+000		5.2230E-001	7.0981E-003	2.1439E+000	4.5716E-001	5.9020E-003	-2.2289971501
4.2000E+001	1.6232E+000		5.0393E-001	6.9713E-003	2.1918E+000	4.4312E-001	6.0080E-003	-2.2212731644
4.3000E+001	1.6335E+000		4.8633E-001	6.8424E-003	2.2386E+000	4.2962E-001	6.1103E-003	-2.2139400743
4.4000E+001	1.6435E+000		4.6945E-001	6.7116E-003	2.2843E+000	4.1663E-001	6.2090E-003	-2.2069751519
4.5000E+001	1.6532E+000		4.5325E-001	6.5795E-003	2.3290E+000	4.0412E-001	6.3044E-003	-2.2003574133
4.6000E+001	1.6628E+000		4.3770E-001	6.4465E-003	2.3727E+000	3.9208E-001	6.3964E-003	-2.1940674509
4.7000E+001	1.6721E+000		4.2276E-001	6.3129E-003	2.4154E+000	3.8047E-001	6.4850E-003	-2.1880872861
4.8000E+001	1.6812E+000		4.0842E-001	6.1790E-003	2.4573E+000	3.6927E-001	6.5705E-003	-2.1824002375
4.9000E+001	1.6902E+000		3.9463E-001	6.0452E-003	2.4983E+000	3.5847E-001	6.6529E-003	-2.1769908041
5.0000E+001	1.6990E+000		3.8137E-001	5.9118E-003	2.5385E+000	3.4804E-001	6.7322E-003	-2.1718445609
5.1000E+001	1.7076E+000		3.6862E-001	5.7789E-003	2.5778E+000	3.3797E-001	6.8085E-003	-2.1669480659
5.2000E+001	1.7160E+000		3.5635E-001	5.6469E-003	2.6164E+000	3.2823E-001	6.8819E-003	-2.1622887762
5.3000E+001	1.7243E+000		3.4455E-001	5.5159E-003	2.6543E+000	3.1882E-001	6.9526E-003	-2.1578549731
5.4000E+001	1.7324E+000		3.3319E-001	5.3861E-003	2.6915E+000	3.0972E-001	7.0204E-003	-2.1536356942
5.5000E+001	1.7404E+000		3.2226E-001	5.2577E-003	2.7279E+000	3.0091E-001	7.0856E-003	-2.1496206729
5.6000E+001	1.7482E+000		3.1173E-001	5.1310E-003	2.7638E+000	2.9239E-001	7.1482E-003	-2.145800283
5.7000E+001	1.7559E+000		3.0160E-001	5.0059E-003	2.7990E+000	2.8414E-001	7.2083E-003	-2.1421654891
5.8000E+001	1.7634E+000		2.9184E-001	4.8826E-003	2.8335E+000	2.7614E-001	7.2659E-003	-2.138707801
5.9000E+001	1.7709E+000		2.8245E-001	4.7614E-003	2.8675E+000	2.6839E-001	7.3212E-003	-2.1354192332
6.0000E+001	1.7782E+000		2.7340E-001	4.6422E-003	2.9009E+000	2.6088E-001	7.3741E-003	-2.1322922669
6.1000E+001	1.7853E+000		2.6469E-001	4.5251E-003	2.9338E+000	2.5360E-001	7.4247E-003	-2.1293198166
6.2000E+001	1.7924E+000		2.5630E-001	4.4104E-003	2.9661E+000	2.4654E-001	7.4732E-003	-2.1264951983
6.3000E+001	1.7993E+000		2.4823E-001	4.2979E-003	2.9979E+000	2.3969E-001	7.5195E-003	-2.1238121019
6.4000E+001	1.8062E+000		2.4046E-001	4.1879E-003	3.0292E+000	2.3304E-001	7.5637E-003	-2.1212645646
6.5000E+001	1.8129E+000		2.3298E-001	4.0803E-003	3.0601E+000	2.2658E-001	7.6059E-003	-2.1188469473
6.6000E+001	1.8195E+000		2.2579E-001	3.9752E-003	3.0904E+000	2.2031E-001	7.6462E-003	-2.1165539128
6.7000E+001	1.8261E+000		2.1887E-001	3.8728E-003	3.1203E+000	2.1423E-001	7.6846E-003	-2.1143804054
6.8000E+001	1.8325E+000		2.1222E-001	3.7729E-003	3.1498E+000	2.0831E-001	7.7211E-003	-2.1123216328
6.9000E+001	1.8388E+000		2.0582E-001	3.6757E-003	3.1788E+000	2.0256E-001	7.7558E-003	-2.1103730487
7.0000E+001	1.8451E+000		1.9968E-001	3.5812E-003	3.2074E+000	1.9698E-001	7.7888E-003	-2.1085303373
7.1000E+001	1.8513E+000		1.9378E-001	3.4893E-003	3.2356E+000	1.9155E-001	7.8201E-003	-2.1067893987
7.2000E+001	1.8573E+000		1.8812E-001	3.4003E-003	3.2634E+000	1.8627E-001	7.8497E-003	-2.1051463355
7.3000E+001	1.8633E+000		1.8270E-001	3.3140E-003	3.2908E+000	1.8113E-001	7.8778E-003	-2.1035974404
7.4000E+001	1.8692E+000		1.7749E-001	3.2304E-003	3.3179E+000	1.7614E-001	7.9043E-003	-2.1021391845
7.5000E+001	1.8751E+000		1.7251E-001	3.1496E-003	3.3446E+000	1.7128E-001	7.9292E-003	-2.100768207
7.6000E+001	1.8808E+000		1.6774E-001	3.0716E-003	3.3709E+000	1.6655E-001	7.9528E-003	-2.0994813049
7.7000E+001	1.8865E+000		1.6318E-001	2.9965E-003	3.3969E+000	1.6195E-001	7.9749E-003	-2.098275424
7.8000E+001	1.8921E+000		1.5882E-001	2.9241E-003	3.4226E+000	1.5747E-001	7.9956E-003	-2.0971476502
7.9000E+001	1.8976E+000		1.5467E-001	2.8544E-003	3.4479E+000	1.5311E-001	8.0150E-003	-2.0960952019
8.0000E+001	1.9031E+000		1.5070E-001	2.7876E-003	3.4729E+000	1.4886E-001	8.0331E-003	-2.0951154218
8.1000E+001	1.9085E+000		1.4693E-001	2.7235E-003	3.4976E+000	1.4473E-001	8.0500E-003	-2.094205771
8.2000E+001	1.9138E+000		1.4334E-001	2.6621E-003	3.5220E+000	1.4070E-001	8.0656E-003	-2.0933638214
8.3000E+001	1.9191E+000		1.3994E-001	2.6035E-003	3.5461E+000	1.3678E-001	8.0800E-003	-2.0925872507
8.4000E+001	1.9243E+000		1.3671E-001	2.5476E-003	3.5699E+000	1.3296E-001	8.0933E-003	-2.0918738359
8.5000E+001	1.9294E+000		1.3365E-001	2.4943E-003	3.5934E+000	1.2924E-001	8.1055E-003	-2.0912214486
8.6000E+001	1.9345E+000		1.3075E-001	2.4437E-003	3.6167E+000	1.2561E-001	8.1166E-003	-2.0906280498
8.7000E+001	1.9395E+000		1.2802E-001	2.3956E-003	3.6397E+000	1.2208E-001	8.1266E-003	-2.0900916852
8.8000E+001	1.9445E+000		1.2545E-001	2.3501E-003	3.6624E+000	1.1864E-001	8.1356E-003	-2.089610481
8.9000E+001	1.9494E+000		1.2304E-001	2.3071E-003	3.6848E+000	1.1528E-001	8.1436E-003	-2.0891826396
9.0000E+001	1.9542E+000		1.2077E-001	2.2666E-003	3.7071E+000	1.1201E-001	8.1507E-003	-2.0888064361
9.1000E+001	1.9590E+000		1.1865E-001	2.2284E-003	3.7290E+000	1.0882E-001	8.1568E-003	-2.0884802143
9.2000E+001	1.9638E+000		1.1667E-001	2.1926E-003	3.7508E+000	1.0571E-001	8.1620E-003	-2.0882023836
9.3000E+001	1.9685E+000		1.1482E-001	2.1591E-003	3.7722E+000	1.0268E-001	8.1664E-003	-2.0879714157
9.4000E+001	1.9731E+000		1.1311E-001	2.1277E-003	3.7935E+000	9.9724E-002	8.1699E-003	-2.0877858416
9.5000E+001	1.9777E+000		1.1152E-001	2.0985E-003	3.8145E+000	9.6843E-002	8.1725E-003	-2.0876442486
9.6000E+001	1.9823E+000		1.1005E-001	2.0714E-003	3.8354E+000	9.4033E-002	8.1744E-003	-2.087545278
9.7000E+001	1.9868E+000		1.0870E-001	2.0462E-003	3.8560E+000	9.1293E-002	8.1755E-003	-2.0874876224
9.8000E+001	1.9912E+000		1.0746E-001	2.0229E-003	3.8764E+000	8.8621E-002	8.1758E-003	-2.087470023
9.9000E+001	1.9956E+000		1.0632E-001	2.0014E-003	3.8965E+000	8.6016E-002	8.1754E-003	-2.0874912679
1.0000E+002	2.0000E+000		1.0529E-001	1.9817E-003	3.9165E+000	8.3475E-002	8.1743E-003	-2.0875501896
1.0100E+002	2.0043E+000		1.0435E-001	1.9636E-003	3.9363E+000	8.0996E-002	8.1725E-003	-2.0876456632
1.0200E+002	2.0086E+000		1.0350E-001	1.9471E-003	3.9559E+000	7.8579E-002	8.1700E-003	-2.0877766044
1.0300E+002	2.0128E+000		1.0274E-001	1.9321E-003	3.9753E+000	7.6221E-002	8.1669E-003	-2.0879419675
1.0400E+002	2.0170E+000		1.0206E-001	1.9184E-003	3.9945E+000	7.3922E-002	8.1632E-003	-2.0881407441
1.0500E+002	2.0212E+000		1.0146E-001	1.9061E-003	4.0135E+000	7.1680E-002	8.1588E-003	-2.0883719613
1.0600E+002	2.0253E+000		1.0093E-001	1.8950E-003	4.0324E+000	6.9492E-002	8.1539E-003	-2.0886346801
1.0700E+002	2.0294E+000		1.0047E-001	1.8850E-003	4.0510E+000	6.7359E-002	8.1484E-003	-2.088927994
1.0800E+002	2.0334E+000		1.0007E-001	1.8761E-003	4.0695E+000	6.5278E-002	8.1423E-003	-2.0892510277
1.0900E+002	2.0374E+000		9.9728E-002	1.8682E-003	4.0879E+000	6.3249E-002	8.1357E-003	-2.0896029356
1.1000E+002	2.0414E+000		9.9441E-002	1.8612E-003	4.1060E+000	6.1270E-002	8.1286E-003	-2.0899829008
1.1100E+002	2.0453E+000		9.9204E-002	1.8550E-003	4.1240E+000	5.9339E-002	8.1210E-003	-2.0903901337
1.1200E+002	2.0492E+000		9.9013E-002	1.8496E-003	4.1418E+000	5.7457E-002	8.1129E-003	-2.0908238711
1.1300E+002	2.0531E+000		9.8865E-002	1.8449E-003	4.1595E+000	5.5621E-002	8.1043E-003	-2.0912833748
1.1400E+002	2.0569E+000		9.8755E-002	1.8408E-003	4.1770E+000	5.3831E-002	8.0953E-003	-2.0917679309
1.1500E+002	2.0607E+000		9.8682E-002	1.8373E-003	4.1944E+000	5.2085E-002	8.0858E-003	-2.0922768489
1.1600E+002	2.0645E+000		9.8640E-002	1.8343E-003	4.2116E+000	5.0383E-002	8.0759E-003	-2.0928094604
1.1700E+002	2.0682E+000		9.8628E-002	1.8317E-003	4.2287E+000	4.8723E-002	8.0656E-003	-2.0933651184
1.1800E+002	2.0719E+000		9.8642E-002	1.8295E-003	4.2456E+000	4.7105E-002	8.0548E-003	-2.0939431966
1.1900E+002	2.0755E+000		9.8680E-002	1.8277E-003	4.2624E+000	4.5528E-002	8.0437E-003	-2.0945430885
1.2000E+002	2.0792E+000		9.8738E-002	1.8262E-003	4.2790E+000	4.3990E-002	8.0322E-003	-2.0951642064
1.2100E+002	2.0828E+000		9.8815E-002	1.8249E-003	4.2955E+000	4.2491E-002	8.0204E-003	-2.0958059813
1.2200E+002	2.0864E+000		9.8909E-002	1.8238E-003	4.3119E+000	4.1030E-002	8.0081E-003	-2.0964678614
1.2300E+002	2.0899E+000		9.9016E-002	1.8229E-003	4.3281E+000	3.9607E-002	7.9956E-003	-2.0971493122
1.2400E+002	2.0934E+000		9.9135E-002	1.8222E-003	4.3442E+000	3.8219E-002	7.9827E-003	-2.0978498153
1.2500E+002	2.0969E+000		9.9264E-002	1.8215E-003	4.3602E+000	3.6868E-002	7.9695E-003	-2.098568868
1.2600E+002	2.1004E+000		9.9402E-002	1.8210E-003	4.3760E+000	3.5551E-002	7.9560E-003	-2.099305983
1.2700E+002	2.1038E+000		9.9546E-002	1.8204E-003	4.3917E+000	3.4268E-002	7.9422E-003	-2.1000606872
1.2800E+002	2.1072E+000		9.9695E-002	1.8199E-003	4.4073E+000	3.3018E-002	7.9281E-003	-2.1008325218
1.2900E+002	2.1106E+000		9.9848E-002	1.8194E-003	4.4228E+000	3.1802E-002	7.9137E-003	-2.1016210415
1.3000E+002	2.1139E+000		1.0000E-001	1.8189E-003	4.4381E+000	3.0617E-002	7.8990E-003	-2.1024258141
1.3100E+002	2.1173E+000		1.0016E-001	1.8183E-003	4.4534E+000	2.9463E-002	7.8841E-003	-2.1032464199
1.3200E+002	2.1206E+000		1.0032E-001	1.8176E-003	4.4685E+000	2.8340E-002	7.8690E-003	-2.1040824515
