1	0	-1.2011059836	1.6232E+000	6.2935E-002	2.3523E-001
2	0.3010299957	-1.2863710023	1.2942E+000	5.1716E-002	1.5411E-001
3	0.4771212547	-1.3422647335	1.1193E+000	4.5471E-002	1.1719E-001
4	0.6020599913	-1.3846154396	1.0031E+000	4.1246E-002	9.5264E-002
5	0.6989700043	-1.4190048824	9.1743E-001	3.8106E-002	8.0498E-002
6	0.7781512504	-1.4481016439	8.5040E-001	3.5637E-002	6.9781E-002
7	0.84509804	-1.4734032034	7.9578E-001	3.3620E-002	6.1604E-002
8	0.903089987	-1.4958392954	7.5000E-001	3.1927E-002	5.5136E-002
9	0.9542425094	-1.5160291603	7.1080E-001	3.0477E-002	4.9881E-002
10	1	-1.5344071777	6.7667E-001	2.9214E-002	4.5518E-002
11	1.0413926852	-1.5512904602	6.4656E-001	2.8100E-002	4.1834E-002
12	1.079181246	-1.5669179729	6.1970E-001	2.7107E-002	3.8680E-002
13	1.1139433523	-1.5814745057	5.9554E-001	2.6214E-002	3.5946E-002
14	1.1461280357	-1.5951060567	5.7363E-001	2.5404E-002	3.3554E-002
15	1.1760912591	-1.6079300856	5.5362E-001	2.4664E-002	3.1441E-002
16	1.2041199827	-1.6200425698	5.3526E-001	2.3986E-002	2.9562E-002
17	1.2304489214	-1.6315229941	5.1831E-001	2.3360E-002	2.7879E-002
18	1.2552725051	-1.6424379624	5.0261E-001	2.2780E-002	2.6364E-002
19	1.278753601	-1.652843866	4.8800E-001	2.2241E-002	2.4991E-002
20	1.3010299957	-1.6627888916	4.7435E-001	2.1738E-002	2.3743E-002
21	1.3222192947	-1.6723145547	4.6158E-001	2.1266E-002	2.2602E-002
22	1.3424226808	-1.6814568899	4.4957E-001	2.0823E-002	2.1556E-002
23	1.361727836	-1.6902473844	4.3827E-001	2.0406E-002	2.0593E-002
24	1.3802112417	-1.6987137204	4.2760E-001	2.0012E-002	1.9703E-002
25	1.3979400087	-1.7068803704	4.1750E-001	1.9639E-002	1.8880E-002
26	1.414973348	-1.7147690803	4.0793E-001	1.9286E-002	1.8115E-002
27	1.4313637642	-1.722399264	3.9884E-001	1.8950E-002	1.7403E-002
28	1.4471580313	-1.7297883285	3.9019E-001	1.8630E-002	1.6738E-002
29	1.4623979979	-1.7369519447	3.8195E-001	1.8325E-002	1.6116E-002
30	1.4771212547	-1.7439042725	3.7408E-001	1.8034E-002	1.5534E-002
31	1.4913616938	-1.7506581519	3.6656E-001	1.7756E-002	1.4987E-002
32	1.5051499783	-1.7572252627	3.5936E-001	1.7489E-002	1.4472E-002
33	1.5185139399	-1.7636162626	3.5247E-001	1.7234E-002	1.3987E-002
34	1.531478917	-1.7698409039	3.4586E-001	1.6989E-002	1.3529E-002
35	1.5440680444	-1.775908134	3.3951E-001	1.6753E-002	1.3097E-002
36	1.5563025008	-1.781826183	3.3340E-001	1.6526E-002	1.2687E-002
37	1.5682017241	-1.7876026391	3.2753E-001	1.6308E-002	1.2299E-002
38	1.5797835966	-1.7932445139	3.2188E-001	1.6097E-002	1.1931E-002
39	1.591064607	-1.7987583006	3.1642E-001	1.5894E-002	1.1580E-002
40	1.6020599913	-1.804150024	3.1116E-001	1.5698E-002	1.1248E-002
41	1.6127838567	-1.8094252848	3.0609E-001	1.5509E-002	1.0930E-002
42	1.6232492904	-1.8145892996	3.0118E-001	1.5325E-002	1.0628E-002
43	1.6334684556	-1.8196469348	2.9644E-001	1.5148E-002	1.0340E-002
44	1.6434526765	-1.824602738	2.9185E-001	1.4976E-002	1.0064E-002
45	1.6532125138	-1.8294609656	2.8741E-001	1.4809E-002	9.8007E-003
46	1.6627578317	-1.834225607	2.8311E-001	1.4648E-002	9.5486E-003
47	1.6720978579	-1.8389004073	2.7894E-001	1.4491E-002	9.3072E-003
48	1.6812412374	-1.8434888864	2.7489E-001	1.4339E-002	9.0759E-003
