x	y	e
4.8021915	1.5104442	0.0067772
5.5000330	1.2668122	0.0154507
5.8414509	1.0283389	0.0074078
6.0957457	0.7916551	0.0256833
6.6578884	0.3999446	0.0108503
6.7654772	0.3238048	0.0170558
6.8711504	0.2710040	0.0097845
7.0139775	0.1834168	0.0122942
7.1008090	0.0808766	0.0272698
7.1694593	0.0307251	0.0237635
7.2499298	0.0000000	0.0088189
