121.777000       -nan
141.777000       -nan
161.777000       -nan
181.777000       -nan
201.777000       -nan
221.777000       -nan
241.777000       -nan
261.777000       -nan
281.777000       -nan
301.777000       -nan
321.777000       -nan
341.777000       -nan
361.777000       -nan
381.777000       -nan
401.777000       -nan
421.777000       -nan
441.777000       -nan
461.777000       -nan
481.777000       -nan
501.777000       -nan
521.777000       -nan
541.777000       -nan
561.777000       -nan
581.777000       -nan
601.777000       -nan
621.777000       -nan
641.777000       -nan
661.777000       -nan
681.777000       -nan
701.777000       -nan
721.777000       -nan
741.777000       -nan
761.777000       -nan
781.777000       -nan
801.777000       -nan
821.777000       -nan
841.777000       -nan
861.777000       -nan
881.777000       -nan
901.777000       -nan
921.777000       -nan
941.777000       -nan
961.777000       -nan
981.777000       -nan
1001.777000       -nan
1021.777000       -nan
1041.777000       -nan
1061.777000       -nan
1081.777000       -nan
1101.777000       -nan
1121.777000       -nan
1141.777000       -nan
1161.777000       -nan
1181.777000       -nan
1201.777000       -nan
1221.777000       -nan
1241.777000       -nan
1261.777000       -nan
1281.777000       -nan
1301.777000       -nan
1321.777000       -nan
1341.777000       -nan
1361.777000       -nan
1381.777000       -nan
1401.777000       -nan
1421.777000       -nan
1441.777000       -nan
1461.777000       -nan
1481.777000       -nan
1501.777000       -nan
1521.777000       -nan
1541.777000       -nan
1561.777000       -nan
1581.777000       -nan
1601.777000       -nan
1621.777000       -nan
1641.777000       -nan
1661.777000       -nan
1681.777000       -nan
1701.777000       -nan
1721.777000       -nan
1741.777000       -nan
1761.777000       -nan
1781.777000       -nan
1801.777000       -nan
1821.777000       -nan
1841.777000       -nan
1861.777000       -nan
1881.777000       -nan
1901.777000       -nan
1921.777000       -nan
1941.777000       -nan
1961.777000       -nan
1981.777000       -nan
2001.777000       -nan
2021.777000       -nan
2041.777000       -nan
2061.777000       -nan
2081.777000       -nan
2101.777000       -nan
2121.777000       -nan
2141.777000       -nan
2161.777000       -nan
2181.777000       -nan
2201.777000       -nan
2221.777000       -nan
2241.777000       -nan
2261.777000       -nan
2281.777000       -nan
2301.777000       -nan
2321.777000       -nan
2341.777000       -nan
2361.777000       -nan
2381.777000       -nan
2401.777000       -nan
2421.777000       -nan
2441.777000       -nan
2461.777000       -nan
2481.777000       -nan
2501.777000       -nan
2521.777000       -nan
2541.777000       -nan
2561.777000       -nan
2581.777000       -nan
2601.777000       -nan
2621.777000       -nan
2641.777000       -nan
2661.777000       -nan
2681.777000       -nan
2701.777000       -nan
2721.777000       -nan
2741.777000       -nan
2761.777000       -nan
2781.777000       -nan
2801.777000       -nan
2821.777000       -nan
2841.777000       -nan
2861.777000       -nan
2881.777000       -nan
