x	y	e
1.725602945	0.221081477	0.0185637257
1.9084737592	0.2548547801	0.0064771208
2.4415363103	0.1089186423	0.0079107708
2.4812287252	0.063974439	0.0064625751
2.5514657348	0.0175698853	0.0052003048
2.5841598478	0	0.0071803614

