1173.228000   0.028096   0.000281 blue
1332.492000   0.026565   0.000266 blue
121.777000   0.111522   0.000771 red
244.700000   0.080687   0.000771 red
344.278500   0.064549   0.000411 red
443.965000   0.053192   0.000771 red
778.904500   0.037311   0.000360 red
867.380000   0.034716   0.000463 red
964.057000   0.032634   0.000283 red
1112.069000   0.029859   0.000283 red
1212.948000   0.027804   0.000591 red
1299.142000   0.025953   0.000488 red
1408.006000   0.025696   0.000206 red
846.510000   0.035467   0.000872 green
1037.843000   0.031688   0.000872 green
1238.288000   0.029071   0.000872 green
1360.212000   0.026746   0.000872 green
2015.215000   0.020059   0.000581 green
2034.791000   0.019710   0.000610 green
2598.500000   0.016076   0.000465 green
3009.645000   0.014536   0.001163 green
3202.029000   0.013169   0.000552 green
3253.503000   0.012675   0.000407 green
3273.079000   0.012210   0.000581 green
3451.232000   0.011628   0.000872 green
 80.997900   0.109700   0.001630 pink
276.398900   0.077037   0.001328 pink
302.850800   0.069430   0.000966 pink
356.012900   0.062427   0.000724 pink
383.848500   0.060374   0.000966 pink
1173.228000   0.028096   0.000281 blue
1332.492000   0.026565   0.000266 blue
121.777000   0.111522   0.001605 red
244.700000   0.080687   0.001277 red
344.278500   0.064549   0.000913 red
443.965000   0.053192   0.001022 red
778.904500   0.037311   0.000593 red
867.380000   0.034716   0.000637 red
964.057000   0.032634   0.000500 red
1112.069000   0.029859   0.000471 red
1212.948000   0.027804   0.000687 red
1299.142000   0.025953   0.000588 red
1408.006000   0.025696   0.000384 red
846.510000   0.035467   0.001136 green
1037.843000   0.031688   0.001088 green
1238.288000   0.029071   0.001057 green
1360.212000   0.026746   0.001031 green
2015.215000   0.020059   0.000713 green
2034.791000   0.019710   0.000732 green
2598.500000   0.016076   0.000570 green
3009.645000   0.014536   0.001201 green
3202.029000   0.013169   0.000615 green
3253.503000   0.012675   0.000483 green
3273.079000   0.012210   0.000633 green
3451.232000   0.011628   0.000904 green
 80.997900   0.109700   0.002556 pink
276.398900   0.077037   0.001917 pink
302.850800   0.069430   0.001577 pink
356.012900   0.062427   0.001334 pink
383.848500   0.060374   0.001452 pink
