x		y		e
3.0692980121	-2.680863739	0.0023548183
3.1246672177	-2.7160918619	0.0023593889
2.0855652709	-2.0950172546	0.0027713236
2.3886339694	-2.237434123	0.0040286508
2.5369099021	-2.3287747295	0.0086398861
2.6473487338	-2.3620881518	0.0058308118
2.8914839341	-2.5686489348	0.0057345344
2.984112623	-2.6239647115	0.0038627029
3.0461317345	-2.6705064149	0.004044436
3.0838421827	-2.70307719	0.0093444461
3.1136559547	-2.7164491807	0.0092047928
3.1486045055	-2.7295044241	0.0037430926
1.725602945	-2.1379792077	0.0185637257
1.9084737592	-2.1042059047	0.0064771208
2.4415363103	-2.2501420425	0.0079107708
2.4812287252	-2.2950862458	0.0064625751
2.5514657348	-2.3414907995	0.0052003048
2.5841598478	-2.3590606848	0.0071803614		
2.9276320929	-2.5919125809	0.001809985
3.0161316605	-2.6360801547	0.0050851488
3.0928216643	-2.6773105925	0.002258069
3.1336066019	-2.7187978375	0.0104734426
3.3043213871	-2.8427268737	0.0128959281
3.3085198081	-2.8441298746	0.0073802331
3.4147227212	-2.9362842699	0.0051943964
3.4785152718	-2.9744701578	0.027989909
3.5054252609	-3.0012119207	0.0125506834
3.5123512115	-3.0272329292	0.0081014362
3.5149564877	-3.0228897716	0.0173030966
3.5379741546	-3.0765301903	0.0262559828

